username,followers,following,tier,relevance_text_score,relevance_score,audience_intent_score,content_depth_score,engagement_quality_score,topic_signal_score,final_score,weight_relevance,weight_audience_intent,weight_engagement_quality,weight_content_depth,text_confidence,comment_confidence,post_confidence,confidence_score,confidence_grade,needs_review,review_reason,relevance_reason,audience_intent_reason,content_depth_reason,why_selected,sample_caption,sample_comment_1,sample_comment_2,post_count,comment_count,median_engagement_rate,tier_rank,overall_rank
the.holistic.psychologist,9071595,1764,major,0.9,0.925,0.7,0.8,0.0221,1.0,0.6582,0.35,0.3,0.2,0.15,0.98,1.0,0.85,0.961,high,False,,"The account is mostly about mental health, focusing on self-healing, personal growth, and therapy. However, it also promotes the account owner's book frequently, which slightly lowers the relevance score.","Comments indicate that followers engage with the content on an emotional level, sharing personal stories and seeking guidance. However, not all comments show clear signs of help-seeking or trust, which is why the score is relatively lower.","The captions are detailed and specific, providing insights into personal experiences and therapeutic concepts. They could be more original at times, as some captions resemble generic motivation quotes or advice, but overall, they show depth and thoughtfulness.","Relevance 0.93, audience intent 0.70, content depth 0.80, engagement quality 0.02. Median engagement rate 0.19% across 17 posts. Confidence high (0.96).","Limerence sometimes begins with an emotionally reactive parent as a survival response. A child cannot risk perceiving their parent as unsafe, so the brain learns to selectively hold onto only the positive and dissociate from what feels threatening or scary. This neurological blueprint doesn’t stay in childhood. It travels into adult relationships w","I did that for many ,many years",thank you. i nov begin to understand what happened to me in my last relationship - maybe in all of them but the last one was the hardest and i really struggled too much to walk away.,17,40,0.001896,1,2
millennial.therapist,1763654,512,major,0.9,0.7792,0.8,0.7,0.0455,0.4167,0.6268,0.35,0.3,0.2,0.15,0.7141,1.0,1.0,0.8713,high,False,,Bio and captions are primarily mental-health focused.,"Comments show help-seeking, emotional sharing, and trust in the account owner.","Captions provide some insightful and specific advice, but could be more original and less reliant on hashtags.","Relevance 0.78, audience intent 0.80, content depth 0.70, engagement quality 0.05. Median engagement rate 0.18% across 20 posts. Confidence high (0.87).",Don’t confuse someone’s desire to be with you with their capacity to love you the way you deserve. #millennialtherapist,22 years and I've turned into the person she is speaking about. 😢,"I miss that man, I texted him the other day because I thought I saw him on his motorcycle but it wasn’t him. I now regret that text, it was like I never mattered. There was no warning or preparation for when he ended things, the grief still feels as strong as it did that day.",20,40,0.001828,2,5
drjulie,2195484,2660,major,0.9,0.8229,0.6,0.7,0.0641,0.5917,0.5858,0.35,0.3,0.2,0.15,1.0,1.0,0.8,0.96,high,False,,"The account is a Clinical Psychologist and a NYT Bestselling Author, focusing on mental health topics in the bio and captions.","Comments show engagement and emotional sharing, but not explicitly help-seeking or trust towards the account.","While the captions are specific to mental health topics, they don't always provide in-depth or original guidance, often promoting the author's books instead.","Relevance 0.82, audience intent 0.60, content depth 0.70, engagement quality 0.06. Median engagement rate 0.55% across 16 posts. Confidence high (0.96).","ad. The last one is my favourite way to de-stress on the commute. I always want to turn up for work events replenished and ready to be at my best. On the way home I do the same to return to calm after being on high alert all day. As I often have to travel on noisy trains and planes, Samsung let me try the new Galaxy Buds4 Pro, which has the most ad",❤️❤️❤️,"This highlights an important point—recovery from stress isn’t just about stopping work, but actively helping the nervous system downshift through movement, quiet, and connection.",16,40,0.005498,3,8
thebraincoach,1680564,518,major,0.8,0.825,0.5,0.6,0.1029,0.9,0.5493,0.35,0.3,0.2,0.15,1.0,1.0,1.0,1.0,high,False,,Bio indicates clinical background and interest in mental health.,"Comments show some engagement, but not strongly indicative of help-seeking or emotional sharing.","Some posts provide mental health insights, while others are more generic or motivational.","Relevance 0.83, audience intent 0.50, content depth 0.60, engagement quality 0.10. Median engagement rate 0.00% across 20 posts. Confidence high (1.00).",happy love day ♥️,I learn so much here and I feel seen. Ty for free education.,Starting small and showing self-compassion really helps break the cycle.,20,40,3.5e-05,4,9
dralexgeorge,2200938,527,major,0.8,0.7354,0.6,0.6,0.054,0.5417,0.5382,0.35,0.3,0.2,0.15,1.0,1.0,1.0,1.0,high,False,,"The account focuses on mental health, neurodiversity, and personal experiences, but also includes sponsored content and non-mental health posts.","Comments show support, appreciation, and shared experiences, but not explicitly seeking help or sharing strong emotions.","The captions provide some insight into the account holder's personal experiences and mental health journey, but could delve deeper and provide more original guidance.","Relevance 0.74, audience intent 0.60, content depth 0.60, engagement quality 0.05. Median engagement rate 0.20% across 20 posts. Confidence high (1.00).","This is an underrated skill that could completely change your life.

Here are a few ways I’m learning to sit with uncertainty. Send this to someone it might help 💙 

1.⁠ ⁠When things feel especially negative, I respond to my fears “maybe, maybe not” to acknowledge that I don’t know how everything will play out and that’s ok. This technique is used ","Gosh, so vital to share this indeed! ❤️👏",Please keep talking about autism we should not have to hide our autism diagnosis we should be allowed to talk about autism thank you please keep sharing about autism ❤️,20,40,0.001993,5,10
thegoodquote,23314073,17,major,0.8,0.7,0.6,0.7,0.0024,0.4,0.5305,0.35,0.3,0.2,0.15,0.8916,1.0,0.55,0.8612,high,False,,"Instagram account focuses on personal development and mental health related topics, but also promotes other accounts and products.","Comments show engagement and agreement, but few express help-seeking or emotional sharing.","Captions provide specific insights and education on mental health, but also include generic advice and promotion of other accounts.","Relevance 0.70, audience intent 0.60, content depth 0.70, engagement quality 0.00. Median engagement rate 0.02% across 11 posts. Confidence high (0.86).","The importance of enforcing you boundaries 
@earthtoroxanne sits down with @jayshetty 🌻
Full video on YouTube",This feel personal 🤍,AMENNNNN 🎯🎯🎯🎯🎯🎯🎯,11,40,0.000208,6,12
therapyjeff,1522087,1254,major,0.7,0.5979,0.5,0.6,0.3123,0.2917,0.5117,0.35,0.3,0.2,0.15,0.8667,1.0,0.95,0.93,high,False,,"Instagram account focuses on relationships, often connecting it to mental health and therapy.",Comments show engagement but not explicitly seeking help or sharing emotional experiences related to mental health.,"While the captions are specific to relationships, they don't always provide in-depth mental health advice or insights.","Relevance 0.60, audience intent 0.50, content depth 0.60, engagement quality 0.31. Median engagement rate 1.30% across 19 posts. Confidence high (0.93).","When someone says ‘I’ve never felt this way about anyone before’

#mentalhealth #therapy #relationshiptips #dating #datingadvice",Learned this the hard way last year!,Secret: not telling your wife if 31 years that you’ve gotten you BOTH into over 300 GRAND in debt 🙃… 😭,19,40,0.012982,7,15
alex_elle,1825090,368,major,0.6,0.4667,0.8,0.7,0.0009,0.0667,0.5085,0.35,0.3,0.2,0.15,1.0,1.0,0.7,0.94,high,False,,"Bio and captions show a focus on writing and personal journey, but not explicitly mental health","Comments show support and engagement, with some emotional sharing","Captions show some depth and introspection, but not consistently mental-health specific","Relevance 0.47, audience intent 0.80, content depth 0.70, engagement quality 0.00. Median engagement rate 0.01% across 14 posts. Confidence high (0.94).","“Read the audiobook to us,” y’all said… 🥴

Yesterday was day 2 of recording the audiobook for The Company We Keep. 13 years later, this is my sixth book. The sessions are 6 hours each. I have 2 more days to go.

Send a prayer for ya girl…

I wrote this book in 2024. After I turned it in to my editor, I didn’t look at unless I had to.

Going through",Really appreciate you showing YOU on here. The real of what goes into it. Respect love and light to you your work and vulnerability.,The way I want to hug you. Deep exhale. One day at a time. You’re doing it and making art of it all,14,40,8.1e-05,8,16
kiergaines,1608466,1371,major,0.6,0.6792,0.5,0.4,0.1393,0.9167,0.4756,0.35,0.3,0.2,0.15,0.9975,1.0,0.9,0.9789,high,False,,"Bio indicates mental health focus as a licensed therapist, but content is not exclusively mental health related.",Comments are generally positive and engaging but do not show clear signs of help-seeking or emotional sharing.,"Content is a mix of personal stories, promotional content, and some mental health advice but lacks depth and specificity.","Relevance 0.68, audience intent 0.50, content depth 0.40, engagement quality 0.14. Median engagement rate 1.19% across 18 posts. Confidence high (0.98).","#ad Being an adult is not cheap, so you have to be smart about your dollars a cents. The Wawa $6 Meal Deal is back, and you can get a variety of different sandwiches, a bag of chips and a fountain drink for a price that doesn’t hurt to look at.",Wow!! What an amazing role model you are to not only your children but I’m sure to many other people. If only you could come & teach my husband my value 🙄,"As a mom, this warmed my heart 🥹 not saying I NEED credit but the fact that it is understood 🤌🤌🤌 the mental load is just as important as the physical!!!",18,40,0.011937,9,20
nedratawwab,1831624,244,major,0.6,0.5125,0.5,0.6,0.012,0.25,0.4218,0.35,0.3,0.2,0.15,0.9075,1.0,0.6,0.8784,high,False,,"Content is not strictly mental health focused, but often touches on related topics like relationships, stress management, and self-care.","Comments show general agreement and appreciation, but not as much help-seeking or emotional sharing as other mental health accounts.","Captions offer some insightful advice, but also include motivational quotes and product promotion.","Relevance 0.51, audience intent 0.50, content depth 0.60, engagement quality 0.01. Median engagement rate 0.10% across 12 posts. Confidence high (0.88).","Leaving stress and returning to the same situation will prolong a cycle. Modify what you can in your daily life. 

#nedranuggets",🔥🔥🔥,💯,12,40,0.001029,10,22
yung_pueblo,3375279,1777,major,0.6,0.5542,0.5,0.4,0.0299,0.4167,0.4099,0.35,0.3,0.2,0.15,0.8677,1.0,0.95,0.9305,high,False,,"Instagram account focuses on relationship advice and personal growth, which is related to mental health but not exclusively mental health focused.","Comments show some emotional sharing and trust, but not strongly indicative of help-seeking behavior.","Captions are generally short and provide generic advice, with limited insight or originality.","Relevance 0.55, audience intent 0.50, content depth 0.40, engagement quality 0.03. Median engagement rate 0.26% across 19 posts. Confidence high (0.93).","Comment “read” and I’ll send you my new free article
“10 Lessons From 10 Years of Marriage”",Read,Li,19,40,0.002559,11,24
calm,3704836,28,major,0.6,0.5229,0.5,0.4,0.0034,0.2917,0.3937,0.35,0.3,0.2,0.15,0.7148,1.0,0.95,0.8617,high,False,,"Instagram account focuses on calming and stress-reduction, but lacks specific mental health education or lived experience discussion.","Comments show some emotional sharing and trust, but there are also many non-help-seeking comments.","Captions are generally short and not very specific or original, but there are some insightful comments from the audience.","Relevance 0.52, audience intent 0.50, content depth 0.40, engagement quality 0.00. Median engagement rate 0.03% across 19 posts. Confidence high (0.86).",Comment to stay on this side of the internet 🌱,"Such a needed reminder. 👏🏼 One thing at a time. Choosing to reflect before rushing in, is such an important skill. Taking a breath and choosing some grounding in the stillness instead. 🕊️✨",Letting go of the urgency to fix everything has been the hardest and most freeing lesson for me. 🌿,19,40,0.000289,12,30
